	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	heme_regulatory_motif_count
c_filamentum_b2_c_filamentum_b2@contig1_363	c_filamentum_b2	c_filamentum_b2@contig1	363	428546	429904	1	C	K03592	PmbA protein	MER0276535	M103	MER0276535 - family M103 unassigned peptidases (Clostridium sp. 7_2_43FAA) [M103.UPW]#M103#{peptidase unit: 1-447}~source EEH99296~	True	0.712	641.0	6.8620000000000005e-205	PmbA/TldA metallopeptidase C-terminal domain [PF19289.1]; PmbA/TldA metallopeptidase domain 1 [PF01523.18]		0
c_filamentum_b2_c_filamentum_b2@contig1_364	c_filamentum_b2	c_filamentum_b2@contig1	364	429897	430838	1	D										Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; FAD binding domain [PF00890.26]		0
c_filamentum_b2_c_filamentum_b2@contig1_365	c_filamentum_b2	c_filamentum_b2@contig1	365	430934	431500	-1	C	K10804	acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]								GDSL-like Lipase/Acylhydrolase family [PF13472.8]		0
c_filamentum_b2_c_filamentum_b2@contig1_366	c_filamentum_b2	c_filamentum_b2@contig1	366	431516	432163	-1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]								Endodeoxyribonuclease RusA [PF05866.13]		0
c_filamentum_b2_c_filamentum_b2@contig1_367	c_filamentum_b2	c_filamentum_b2@contig1	367	432472	433482	1	C	K01409	N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.27]		0
c_filamentum_b2_c_filamentum_b2@contig1_368	c_filamentum_b2	c_filamentum_b2@contig1	368	433566	434588	1	D			MER0201117	S33	MER0201117 - family S33 non-peptidase homologues (Clostridium perfringens) [S33.UNW]#S33#{peptidase unit: 63-280}~source ABG87843~	False	0.414	155.0	2.195e-39			0
c_filamentum_b2_c_filamentum_b2@contig1_369	c_filamentum_b2	c_filamentum_b2@contig1	369	434799	436001	1	C	K04771	serine protease Do [EC:3.4.21.107]	MER0903976	S01C	MER0903976 - subfamily S1C unassigned peptidases (Clostridium celatum) [S01.UPC]#S01C#{peptidase unit: 137-402}~source L1QJ72~	True	0.762	409.0	7.273e-126	Trypsin-like peptidase domain [PF13365.8]; PDZ domain [PF13180.8]; PDZ domain [PF17820.3]		0
c_filamentum_b2_c_filamentum_b2@contig1_370	c_filamentum_b2	c_filamentum_b2@contig1	370	436058	437176	-1	D										Glycosyl transferases group 1 [PF00534.22]; Glycosyl transferases group 1 [PF13692.8]; Glycosyl transferases group 1 [PF13524.8]	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342) [GT4]	0
c_filamentum_b2_c_filamentum_b2@contig1_371	c_filamentum_b2	c_filamentum_b2@contig1	371	437300	438295	1	D										Choline/ethanolamine kinase [PF01633.22]; Phosphotransferase enzyme family [PF01636.25]		0
c_filamentum_b2_c_filamentum_b2@contig1_372	c_filamentum_b2	c_filamentum_b2@contig1	372	438305	439051	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_373	c_filamentum_b2	c_filamentum_b2@contig1	373	439065	440099	1	D										Choline/ethanolamine kinase [PF01633.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_374	c_filamentum_b2	c_filamentum_b2@contig1	374	440157	441275	-1	D										Glycosyl transferases group 1 [PF00534.22]; Glycosyl transferases group 1 [PF13692.8]; Glycosyltransferase Family 4 [PF13439.8]; Glycosyl transferases group 1 [PF13524.8]; Glycogen synthase [PF05693.15]	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342) [GT4]	0
c_filamentum_b2_c_filamentum_b2@contig1_375	c_filamentum_b2	c_filamentum_b2@contig1	375	441384	442382	1	D										Choline/ethanolamine kinase [PF01633.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_376	c_filamentum_b2	c_filamentum_b2@contig1	376	442612	443499	-1	C	K06436	spore coat assemly protein	MER0266518	U57	MER0266518 - yabG protein ({Bacillus}-type) (Clostridium celatum) [U57.001]#U57#{peptidase unit: 9-294}~source ZP_19297550~	True	0.791	468.0	4.611e-148	YabG peptidase U57 [PF05582.14]		0
c_filamentum_b2_c_filamentum_b2@contig1_377	c_filamentum_b2	c_filamentum_b2@contig1	377	443760	443996	1	D										Biofilm formation stimulator VEG [PF06257.13]		0
c_filamentum_b2_c_filamentum_b2@contig1_378	c_filamentum_b2	c_filamentum_b2@contig1	378	444431	446002	1	D										Domain of unknown function (DUF3794) [PF12673.9]; LysM domain [PF01476.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_379	c_filamentum_b2	c_filamentum_b2@contig1	379	446115	446948	1	C	K13282	cyanophycinase [EC:3.4.15.6]	MER1061693	S51	MER1061693 - family S51 unassigned peptidases (Clostridium celatum) [S51.UPW]#S51#{peptidase unit: 9-248}~source L1QHZ5~	True	0.784	386.0	4.236e-120	Peptidase family S51 [PF03575.19]		0
c_filamentum_b2_c_filamentum_b2@contig1_380	c_filamentum_b2	c_filamentum_b2@contig1	380	446932	449547	1	C	K03802	cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]								Cyanophycin synthase-like N-terminal domain [PF18921.2]; Mur ligase middle domain [PF08245.14]; RimK-like ATP-grasp domain [PF08443.13]; ATP-grasp domain [PF02655.16]; Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.19]; Mur ligase family, glutamate ligase domain [PF02875.23]; D-ala D-ala ligase C-terminus [PF07478.15]; ATP-grasp domain [PF13549.8]; Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.21]		0
c_filamentum_b2_c_filamentum_b2@contig1_381	c_filamentum_b2	c_filamentum_b2@contig1	381	449676	450521	1	C	K00919	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]								GHMP kinases C terminal [PF08544.15]		0
c_filamentum_b2_c_filamentum_b2@contig1_382	c_filamentum_b2	c_filamentum_b2@contig1	382	450601	451254	1	C	K06387	stage II sporulation protein R								Stage II sporulation protein R (spore_II_R) [PF09551.12]		0
c_filamentum_b2_c_filamentum_b2@contig1_383	c_filamentum_b2	c_filamentum_b2@contig1	383	451268	452257	1	D										Thiamine biosynthesis protein (ThiI) [PF02568.16]; NFACT protein RNA binding domain [PF18297.3]; tRNA methyl transferase [PF03054.18]		1
c_filamentum_b2_c_filamentum_b2@contig1_384	c_filamentum_b2	c_filamentum_b2@contig1	384	452267	452683	1	D										Domain of unknown function (DUF1934) [PF09148.12]		0
c_filamentum_b2_c_filamentum_b2@contig1_385	c_filamentum_b2	c_filamentum_b2@contig1	385	452823	453092	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_386	c_filamentum_b2	c_filamentum_b2@contig1	386	453234	454835	1	C	K01937	CTP synthase [EC:6.3.4.2]	MER0446798	C26	MER0446798 - CTP synthetase (Clostridium sp. 7_2_43FAA) [C26.964]#C26#{peptidase unit: 196-529}~source ZP_05132369~	True	0.828	571.0	2.301e-179	CTP synthase N-terminus [PF06418.16]; Glutamine amidotransferase class-I [PF00117.30]; Peptidase C26 [PF07722.15]		0
c_filamentum_b2_c_filamentum_b2@contig1_387	c_filamentum_b2	c_filamentum_b2@contig1	387	455080	456522	1	C	K03628	transcription termination factor Rho								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.27]; Rho termination factor, RNA-binding domain [PF07497.14]; Rho termination factor, N-terminal domain [PF07498.14]; Sporulation stage III, protein AA [PF19568.1]		0
c_filamentum_b2_c_filamentum_b2@contig1_388	c_filamentum_b2	c_filamentum_b2@contig1	388	456684	456890	-1	C	K02909	large subunit ribosomal protein L31								Ribosomal protein L31 [PF01197.20]		1
c_filamentum_b2_c_filamentum_b2@contig1_389	c_filamentum_b2	c_filamentum_b2@contig1	389	457055	457639	1	C	K00857	thymidine kinase [EC:2.7.1.21]								Thymidine kinase [PF00265.20]		0
c_filamentum_b2_c_filamentum_b2@contig1_390	c_filamentum_b2	c_filamentum_b2@contig1	390	457657	459420	1	C	K02493	release factor glutamine methyltransferase [EC:2.1.1.297]								Protein of unknown function (DUF1385) [PF07136.13]; Methyltransferase small domain [PF05175.16]; PrmC N-terminal domain [PF17827.3]; N-6 DNA Methylase [PF02384.18]; Conserved hypothetical protein 95 [PF03602.17]		0
c_filamentum_b2_c_filamentum_b2@contig1_391	c_filamentum_b2	c_filamentum_b2@contig1	391	459557	460642	1	C	K02835	peptide chain release factor 1								PCRF domain [PF03462.20]; RF-1 domain [PF00472.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_392	c_filamentum_b2	c_filamentum_b2@contig1	392	460768	461355	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_393	c_filamentum_b2	c_filamentum_b2@contig1	393	461376	462425	1	C	K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]								Telomere recombination [PF01300.20]; Putative GTP-binding controlling metal-binding [PF03481.15]		0
c_filamentum_b2_c_filamentum_b2@contig1_394	c_filamentum_b2	c_filamentum_b2@contig1	394	462493	462942	1	C	K01808	ribose 5-phosphate isomerase B [EC:5.3.1.6]								Ribose/Galactose Isomerase [PF02502.20]; BsuBI/PstI restriction endonuclease domain [PF06616.13]		0
c_filamentum_b2_c_filamentum_b2@contig1_395	c_filamentum_b2	c_filamentum_b2@contig1	395	462981	463610	1	C	K00761	uracil phosphoribosyltransferase [EC:2.4.2.9]								Uracil phosphoribosyltransferase [PF14681.8]; Phosphoribosyl transferase domain [PF00156.29]		0
c_filamentum_b2_c_filamentum_b2@contig1_396	c_filamentum_b2	c_filamentum_b2@contig1	396	463720	464217	1	C	K01493	dCMP deaminase [EC:3.5.4.12]								Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.25]; MafB19-like deaminase [PF14437.8]		0
c_filamentum_b2_c_filamentum_b2@contig1_397	c_filamentum_b2	c_filamentum_b2@contig1	397	464459	465640	1	C	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]								Thiolase, N-terminal domain [PF00108.25]; Thiolase, C-terminal domain [PF02803.20]; Beta-ketoacyl synthase, N-terminal domain [PF00109.28]		0
c_filamentum_b2_c_filamentum_b2@contig1_398	c_filamentum_b2	c_filamentum_b2@contig1	398	466230	466601	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_399	c_filamentum_b2	c_filamentum_b2@contig1	399	466602	467285	1	C	K02108	F-type H+-transporting ATPase subunit a								ATP synthase A chain [PF00119.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_400	c_filamentum_b2	c_filamentum_b2@contig1	400	467376	467609	1	C	K02110	F-type H+-transporting ATPase subunit c								ATP synthase subunit C [PF00137.23]		0
c_filamentum_b2_c_filamentum_b2@contig1_401	c_filamentum_b2	c_filamentum_b2@contig1	401	467655	468134	1	C	K02109	F-type H+-transporting ATPase subunit b								ATP synthase B/B' CF(0) [PF00430.20]		0
c_filamentum_b2_c_filamentum_b2@contig1_402	c_filamentum_b2	c_filamentum_b2@contig1	402	468137	468676	1	C	K02113	F-type H+-transporting ATPase subunit delta								ATP synthase delta (OSCP) subunit [PF00213.20]		0
c_filamentum_b2_c_filamentum_b2@contig1_403	c_filamentum_b2	c_filamentum_b2@contig1	403	468687	470201	1	C	K02111	F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.27]; ATP synthase alpha/beta chain, C terminal domain [PF00306.29]; ATP synthase alpha/beta family, beta-barrel domain [PF02874.25]; Photosystem I psaA/psaB protein [PF00223.21]		0
c_filamentum_b2_c_filamentum_b2@contig1_404	c_filamentum_b2	c_filamentum_b2@contig1	404	470239	471084	1	C	K02115	F-type H+-transporting ATPase subunit gamma								ATP synthase [PF00231.21]		0
c_filamentum_b2_c_filamentum_b2@contig1_405	c_filamentum_b2	c_filamentum_b2@contig1	405	471100	472494	1	C	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.27]; ATP synthase alpha/beta family, beta-barrel domain [PF02874.25]		0
c_filamentum_b2_c_filamentum_b2@contig1_406	c_filamentum_b2	c_filamentum_b2@contig1	406	472507	472905	1	C	K02114	F-type H+-transporting ATPase subunit epsilon								ATP synthase, Delta/Epsilon chain, beta-sandwich domain [PF02823.18]; ATP synthase, Delta/Epsilon chain, long alpha-helix domain [PF00401.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_407	c_filamentum_b2	c_filamentum_b2@contig1	407	473196	473837	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_408	c_filamentum_b2	c_filamentum_b2@contig1	408	473858	475120	1	C	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]								EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase) [PF00275.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_409	c_filamentum_b2	c_filamentum_b2@contig1	409	475272	476366	1	C	K06381	stage II sporulation protein D								Stage II sporulation protein [PF08486.12]		0
c_filamentum_b2_c_filamentum_b2@contig1_410	c_filamentum_b2	c_filamentum_b2@contig1	410	476591	477430	1	D			MER0501653	M23B	MER0501653 - subfamily M23B non-peptidase homologues (Clostridium saccharobutylicum) [M23.UNB]#M23B#{peptidase unit: 65-244}~source YP_008673580~	False	0.402	104.0	8.832999999999999e-23	Peptidase family M23 [PF01551.24]		0
c_filamentum_b2_c_filamentum_b2@contig1_411	c_filamentum_b2	c_filamentum_b2@contig1	411	477908	478942	1	C	K03569	rod shape-determining protein MreB and related proteins								MreB/Mbl protein [PF06723.15]; Hsp70 protein [PF00012.22]; Actin [PF00022.21]; Cell division protein FtsA [PF14450.8]; Type IV pilus assembly protein PilM; [PF11104.10]		0
c_filamentum_b2_c_filamentum_b2@contig1_412	c_filamentum_b2	c_filamentum_b2@contig1	412	478985	479524	-1	D										Protein of unknown function (DUF1256) [PF06866.13]		0
c_filamentum_b2_c_filamentum_b2@contig1_413	c_filamentum_b2	c_filamentum_b2@contig1	413	480849	482024	1	C	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]								S-adenosylmethionine synthetase, C-terminal domain [PF02773.18]; S-adenosylmethionine synthetase, central domain [PF02772.18]; S-adenosylmethionine synthetase, N-terminal domain [PF00438.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_414	c_filamentum_b2	c_filamentum_b2@contig1	414	482120	483256	-1	C	K01443	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	MER0862645	M38	MER0862645 - family M38 non-peptidase homologues (Clostridium celatum) [M38.UNW]#M38#{peptidase unit: 8-362}~source L1Q2I1~	True	0.831	610.0	1.149e-195	Amidohydrolase family [PF01979.22]; Amidohydrolase family [PF07969.13]	CE9 N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.25); N-acetylglucosamine 6-phosphate deacetylase (EC 3.5.1.80) [CE9]	0
c_filamentum_b2_c_filamentum_b2@contig1_415	c_filamentum_b2	c_filamentum_b2@contig1	415	483408	485639	1	C	K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]								AAA domain [PF13604.8]; Helix-hairpin-helix containing domain [PF14490.8]; ATP-dependent RecD-like DNA helicase SH3 domain [PF18335.3]; PIF1-like helicase [PF05970.16]; AAA domain [PF13245.8]; AAA domain [PF13086.8]; UvrD-like helicase C-terminal domain [PF13538.8]; AAA domain [PF13087.8]		0
c_filamentum_b2_c_filamentum_b2@contig1_416	c_filamentum_b2	c_filamentum_b2@contig1	416	485658	486659	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_417	c_filamentum_b2	c_filamentum_b2@contig1	417	486623	487273	1	C	K02242	competence protein ComFC								Phosphoribosyl transferase domain [PF00156.29]; Phosphoribosyl synthetase-associated domain [PF14572.8]		0
c_filamentum_b2_c_filamentum_b2@contig1_418	c_filamentum_b2	c_filamentum_b2@contig1	418	487707	488237	1	C	K05808	putative sigma-54 modulation protein								Sigma 54 modulation/S30EA ribosomal protein C terminus [PF16321.7]; Sigma 54 modulation protein / S30EA ribosomal protein [PF02482.21]		0
c_filamentum_b2_c_filamentum_b2@contig1_419	c_filamentum_b2	c_filamentum_b2@contig1	419	488476	490989	1	C	K03070	preprotein translocase subunit SecA [EC:7.4.2.8]								SecA DEAD-like domain [PF07517.16]; SecA Wing and Scaffold domain [PF07516.15]; SecA preprotein cross-linking domain [PF01043.22]; SEC-C motif [PF02810.17]; DEAD/DEAH box helicase [PF00270.31]		0
c_filamentum_b2_c_filamentum_b2@contig1_420	c_filamentum_b2	c_filamentum_b2@contig1	420	491284	492261	1	C	K02836	peptide chain release factor 2								PCRF domain [PF03462.20]; RF-1 domain [PF00472.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_421	c_filamentum_b2	c_filamentum_b2@contig1	421	492313	493677	-1	C	K19701	aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]	MER0230973	M28F	MER0230973 - subfamily M28F unassigned peptidases (Clostridium celatum) [M28.UPF]#M28F#{peptidase unit: 213-395}~source ZP_19299602~	False	0.777	292.0	1.256e-84	Peptidase family M28 [PF04389.19]; M42 glutamyl aminopeptidase [PF05343.16]		0
c_filamentum_b2_c_filamentum_b2@contig1_422	c_filamentum_b2	c_filamentum_b2@contig1	422	493803	494087	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_423	c_filamentum_b2	c_filamentum_b2@contig1	423	494208	496370	1	C	K06959	protein Tex								Tex-like protein N-terminal domain [PF09371.12]; Tex protein YqgF-like domain [PF16921.7]; HHH domain [PF17674.3]; S1 RNA binding domain [PF00575.25]; Helix-hairpin-helix motif [PF12836.9]; Holliday-junction resolvase-like of SPT6 [PF14639.8]; Helix-hairpin-helix motif [PF14635.8]		0
c_filamentum_b2_c_filamentum_b2@contig1_424	c_filamentum_b2	c_filamentum_b2@contig1	424	496773	497357	1	C	K23675	riboflavin transporter								ECF transporter, substrate-specific component [PF12822.9]		0
c_filamentum_b2_c_filamentum_b2@contig1_425	c_filamentum_b2	c_filamentum_b2@contig1	425	497377	497835	-1	C	K03789	[ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]								Acetyltransferase (GNAT) family [PF00583.27]; Acetyltransferase (GNAT) domain [PF13420.9]; Acetyltransferase (GNAT) domain [PF13508.9]; Acetyltransferase (GNAT) domain [PF13673.9]; Acetyltransferase (GNAT) domain [PF13527.9]; FR47-like protein [PF08445.12]		0
c_filamentum_b2_c_filamentum_b2@contig1_426	c_filamentum_b2	c_filamentum_b2@contig1	426	497819	498535	-1	C	K14742	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB								tRNA N6-adenosine threonylcarbamoyltransferase [PF00814.27]		0
c_filamentum_b2_c_filamentum_b2@contig1_427	c_filamentum_b2	c_filamentum_b2@contig1	427	498529	498993	-1	C	K06925	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE								Threonylcarbamoyl adenosine biosynthesis protein TsaE [PF02367.19]		0
c_filamentum_b2_c_filamentum_b2@contig1_428	c_filamentum_b2	c_filamentum_b2@contig1	428	499484	501676	1	C	K03654	ATP-dependent DNA helicase RecQ [EC:3.6.4.12]								RQC domain [PF09382.12]; Helicase conserved C-terminal domain [PF00271.33]; DEAD/DEAH box helicase [PF00270.31]; Helix-turn-helix domain [PF14493.8]; HRDC domain [PF00570.25]; RecQ zinc-binding [PF16124.7]; Type III restriction enzyme, res subunit [PF04851.17]		0
c_filamentum_b2_c_filamentum_b2@contig1_429	c_filamentum_b2	c_filamentum_b2@contig1	429	502000	502851	1	C	K03488	beta-glucoside operon transcriptional antiterminator								CAT RNA binding domain [PF03123.17]; PRD domain [PF00874.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_430	c_filamentum_b2	c_filamentum_b2@contig1	430	502899	503741	-1	D										Inositol hexakisphosphate [PF14566.8]		0
c_filamentum_b2_c_filamentum_b2@contig1_431	c_filamentum_b2	c_filamentum_b2@contig1	431	503868	504818	1	D										PD-(D/E)XK nuclease superfamily [PF12705.9]; Domain of unknown function DUF83 [PF01930.19]		0
c_filamentum_b2_c_filamentum_b2@contig1_432	c_filamentum_b2	c_filamentum_b2@contig1	432	504872	505108	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_433	c_filamentum_b2	c_filamentum_b2@contig1	433	505274	505456	1	C	K06421	small acid-soluble spore protein D (minor alpha/beta-type SASP)								Small, acid-soluble spore proteins, alpha/beta type [PF00269.22]		0
c_filamentum_b2_c_filamentum_b2@contig1_434	c_filamentum_b2	c_filamentum_b2@contig1	434	505709	506842	1	C	K03547	DNA repair protein SbcD/Mre11										0
c_filamentum_b2_c_filamentum_b2@contig1_435	c_filamentum_b2	c_filamentum_b2@contig1	435	506832	509537	1	D										AAA domain [PF13514.8]; AAA domain [PF13476.8]; RecF/RecN/SMC N terminal domain [PF02463.21]		0
c_filamentum_b2_c_filamentum_b2@contig1_436	c_filamentum_b2	c_filamentum_b2@contig1	436	509623	511419	1	D										MutS domain V [PF00488.23]		0
c_filamentum_b2_c_filamentum_b2@contig1_437	c_filamentum_b2	c_filamentum_b2@contig1	437	511448	512353	1	D										Exonuclease [PF00929.26]		0
c_filamentum_b2_c_filamentum_b2@contig1_438	c_filamentum_b2	c_filamentum_b2@contig1	438	512460	512879	1	D										CBS domain [PF00571.30]		0
c_filamentum_b2_c_filamentum_b2@contig1_439	c_filamentum_b2	c_filamentum_b2@contig1	439	513418	514563	1	C	K02945	small subunit ribosomal protein S1								S1 RNA binding domain [PF00575.25]		0
c_filamentum_b2_c_filamentum_b2@contig1_440	c_filamentum_b2	c_filamentum_b2@contig1	440	514664	516082	-1	C	K00873	pyruvate kinase [EC:2.7.1.40]								Pyruvate kinase, barrel domain [PF00224.23]; Pyruvate kinase, alpha/beta domain [PF02887.18]		0
c_filamentum_b2_c_filamentum_b2@contig1_441	c_filamentum_b2	c_filamentum_b2@contig1	441	516188	517639	1	C	K01270	dipeptidase D [EC:3.4.13.-]	MER0838770	M20C	MER0838770 - subfamily M20C unassigned peptidases (Clostridium sp. CAG:221) [M20.UPC]#M20C#{peptidase unit: 4-481}~source R6FY88~	True	0.758	738.0	4.815e-238	Peptidase family M20/M25/M40 [PF01546.30]		0
c_filamentum_b2_c_filamentum_b2@contig1_442	c_filamentum_b2	c_filamentum_b2@contig1	442	517850	518611	1	E												0
c_filamentum_b2_c_filamentum_b2@contig1_443	c_filamentum_b2	c_filamentum_b2@contig1	443	518900	519466	1	C	K06287	septum formation protein								Maf-like protein [PF02545.16]		0
c_filamentum_b2_c_filamentum_b2@contig1_444	c_filamentum_b2	c_filamentum_b2@contig1	444	519508	520197	1	C	K03630	DNA repair protein RadC								RadC-like JAB domain [PF04002.17]		0
c_filamentum_b2_c_filamentum_b2@contig1_445	c_filamentum_b2	c_filamentum_b2@contig1	445	520215	521234	1	C	K03569	rod shape-determining protein MreB and related proteins								MreB/Mbl protein [PF06723.15]; Hsp70 protein [PF00012.22]; Actin [PF00022.21]; Cell division protein FtsA [PF14450.8]; Type IV pilus assembly protein PilM; [PF11104.10]		0
c_filamentum_b2_c_filamentum_b2@contig1_446	c_filamentum_b2	c_filamentum_b2@contig1	446	521234	522076	1	C	K03570	rod shape-determining protein MreC								rod shape-determining protein MreC [PF04085.16]		0
c_filamentum_b2_c_filamentum_b2@contig1_447	c_filamentum_b2	c_filamentum_b2@contig1	447	522081	522569	1	C	K03571	rod shape-determining protein MreD								rod shape-determining protein MreD [PF04093.14]		0
c_filamentum_b2_c_filamentum_b2@contig1_448	c_filamentum_b2	c_filamentum_b2@contig1	448	522569	525502	1	C	K05515	penicillin-binding protein 2 [EC:3.4.16.4]								Penicillin binding protein transpeptidase domain [PF00905.24]; Penicillin-binding Protein dimerisation domain [PF03717.17]		0
c_filamentum_b2_c_filamentum_b2@contig1_449	c_filamentum_b2	c_filamentum_b2@contig1	449	525801	526451	1	C	K03610	septum site-determining protein MinC								Septum formation inhibitor MinC, C-terminal domain [PF03775.18]		0
