	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	heme_regulatory_motif_count
c_filamentum_b3_c_filamentum_b3@contig1_476	c_filamentum_b3	c_filamentum_b3@contig1	476	548798	549202	-1	D										Recombinase zinc beta ribbon domain [PF13408.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_477	c_filamentum_b3	c_filamentum_b3@contig1	477	549268	549720	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_478	c_filamentum_b3	c_filamentum_b3@contig1	478	549972	550394	1	C	K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01520.20]		0
c_filamentum_b3_c_filamentum_b3@contig1_479	c_filamentum_b3	c_filamentum_b3@contig1	479	550810	551190	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_480	c_filamentum_b3	c_filamentum_b3@contig1	480	551376	552059	1	C	K02483	two-component system, OmpR family, response regulator								Response regulator receiver domain [PF00072.26]; Transcriptional regulatory protein, C terminal [PF00486.30]		0
c_filamentum_b3_c_filamentum_b3@contig1_481	c_filamentum_b3	c_filamentum_b3@contig1	481	552052	553197	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.28]; His Kinase A (phospho-acceptor) domain [PF00512.27]		0
c_filamentum_b3_c_filamentum_b3@contig1_482	c_filamentum_b3	c_filamentum_b3@contig1	482	553486	555636	1	D										Orn/Lys/Arg decarboxylase, major domain [PF01276.22]; Orn/Lys/Arg decarboxylase, C-terminal domain [PF03711.17]		0
c_filamentum_b3_c_filamentum_b3@contig1_483	c_filamentum_b3	c_filamentum_b3@contig1	483	555661	556638	-1	C	K02473	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-]								GDP-mannose 4,6 dehydratase [PF16363.7]; NAD dependent epimerase/dehydratase family [PF01370.23]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.21]; RmlD substrate binding domain [PF04321.19]; Polysaccharide biosynthesis protein [PF02719.17]; Male sterility protein [PF07993.14]; NAD(P)H-binding [PF13460.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_484	c_filamentum_b3	c_filamentum_b3@contig1	484	556641	557954	-1	C	K02474	UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-]								UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain [PF03721.16]; UDP-glucose/GDP-mannose dehydrogenase family, central domain [PF00984.21]; UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain [PF03720.17]		0
c_filamentum_b3_c_filamentum_b3@contig1_485	c_filamentum_b3	c_filamentum_b3@contig1	485	558158	559285	1	D										DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.19]		0
c_filamentum_b3_c_filamentum_b3@contig1_486	c_filamentum_b3	c_filamentum_b3@contig1	486	559290	560171	1	D										GDP-mannose 4,6 dehydratase [PF16363.7]; NAD dependent epimerase/dehydratase family [PF01370.23]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.21]; NmrA-like family [PF05368.15]; RmlD substrate binding domain [PF04321.19]; Polysaccharide biosynthesis protein [PF02719.17]; NAD(P)H-binding [PF13460.8]; Male sterility protein [PF07993.14]		0
c_filamentum_b3_c_filamentum_b3@contig1_487	c_filamentum_b3	c_filamentum_b3@contig1	487	560424	561425	1	D										Glycosyl transferases group 1 [PF00534.22]; Glycosyl transferases group 1 [PF13692.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_488	c_filamentum_b3	c_filamentum_b3@contig1	488	561482	563386	1	D										Glycosyl transferase family 2 [PF00535.28]; Glycosyltransferase like family 2 [PF13641.8]; Glycosyl transferases group 1 [PF13524.8]; Glycosyl transferases group 1 [PF00534.22]	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-) [GT2_Glycos_transf_2]	0
c_filamentum_b3_c_filamentum_b3@contig1_489	c_filamentum_b3	c_filamentum_b3@contig1	489	563432	564448	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_490	c_filamentum_b3	c_filamentum_b3@contig1	490	564518	565069	1	D										Acetyltransferase (GNAT) domain [PF13523.8]; Acetyltransferase (GNAT) domain [PF13420.9]		0
c_filamentum_b3_c_filamentum_b3@contig1_491	c_filamentum_b3	c_filamentum_b3@contig1	491	565122	565994	1	D										Glycosyl transferase family 2 [PF00535.28]; Glycosyltransferase like family 2 [PF13641.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_492	c_filamentum_b3	c_filamentum_b3@contig1	492	566137	566898	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_493	c_filamentum_b3	c_filamentum_b3@contig1	493	567860	569569	-1	C	K03320	ammonium transporter, Amt family								Ammonium Transporter Family [PF00909.23]; Nitrogen regulatory protein P-II [PF00543.24]		0
c_filamentum_b3_c_filamentum_b3@contig1_494	c_filamentum_b3	c_filamentum_b3@contig1	494	569791	571884	-1	C	K01915	glutamine synthetase [EC:6.3.1.2]								Glutamine synthetase type III N terminal [PF12437.10]; Glutamine synthetase C-terminal domain [PF18318.3]; Glutamine synthetase, catalytic domain [PF00120.26]		0
c_filamentum_b3_c_filamentum_b3@contig1_495	c_filamentum_b3	c_filamentum_b3@contig1	495	572260	573573	1	C	K01915	glutamine synthetase [EC:6.3.1.2]								Glutamine synthetase, catalytic domain [PF00120.26]; Glutamine synthetase, beta-Grasp domain [PF03951.21]; Glutamine synthetase N-terminal domain [PF16952.7]		0
c_filamentum_b3_c_filamentum_b3@contig1_496	c_filamentum_b3	c_filamentum_b3@contig1	496	573588	574190	1	D										ANTAR domain [PF03861.16]		0
c_filamentum_b3_c_filamentum_b3@contig1_497	c_filamentum_b3	c_filamentum_b3@contig1	497	574232	574741	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_498	c_filamentum_b3	c_filamentum_b3@contig1	498	574896	576095	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.28]; His Kinase A (phospho-acceptor) domain [PF00512.27]; GHKL domain [PF14501.8]		0
c_filamentum_b3_c_filamentum_b3@contig1_499	c_filamentum_b3	c_filamentum_b3@contig1	499	576187	576735	-1	D										Predicted permease [PF03773.15]		0
c_filamentum_b3_c_filamentum_b3@contig1_500	c_filamentum_b3	c_filamentum_b3@contig1	500	576723	577217	-1	D										Predicted permease [PF03773.15]		0
c_filamentum_b3_c_filamentum_b3@contig1_501	c_filamentum_b3	c_filamentum_b3@contig1	501	577425	578351	-1	C	K07001	NTE family protein								Patatin-like phospholipase [PF01734.24]		0
c_filamentum_b3_c_filamentum_b3@contig1_502	c_filamentum_b3	c_filamentum_b3@contig1	502	578418	578981	-1	C	K07240	chromate transporter								Chromate transporter [PF02417.17]		0
c_filamentum_b3_c_filamentum_b3@contig1_503	c_filamentum_b3	c_filamentum_b3@contig1	503	578969	579520	-1	C	K07240	chromate transporter								Chromate transporter [PF02417.17]		0
c_filamentum_b3_c_filamentum_b3@contig1_504	c_filamentum_b3	c_filamentum_b3@contig1	504	579950	580852	1	D										Cation efflux family [PF01545.23]		0
c_filamentum_b3_c_filamentum_b3@contig1_505	c_filamentum_b3	c_filamentum_b3@contig1	505	581116	583560	1	D										Bacterial extracellular solute-binding protein [PF01547.27]		0
c_filamentum_b3_c_filamentum_b3@contig1_506	c_filamentum_b3	c_filamentum_b3@contig1	506	583562	584488	1	D										Binding-protein-dependent transport system inner membrane component [PF00528.24]		0
c_filamentum_b3_c_filamentum_b3@contig1_507	c_filamentum_b3	c_filamentum_b3@contig1	507	584507	585352	1	D										Binding-protein-dependent transport system inner membrane component [PF00528.24]		0
c_filamentum_b3_c_filamentum_b3@contig1_508	c_filamentum_b3	c_filamentum_b3@contig1	508	585356	586663	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_509	c_filamentum_b3	c_filamentum_b3@contig1	509	586657	587883	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_510	c_filamentum_b3	c_filamentum_b3@contig1	510	587936	588184	1	D										Protein of unknown function (DUF1653) [PF07866.13]		0
c_filamentum_b3_c_filamentum_b3@contig1_511	c_filamentum_b3	c_filamentum_b3@contig1	511	588385	588585	-1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_512	c_filamentum_b3	c_filamentum_b3@contig1	512	589169	589678	1	C	K03975	membrane-associated protein								SNARE associated Golgi protein [PF09335.13]		0
c_filamentum_b3_c_filamentum_b3@contig1_513	c_filamentum_b3	c_filamentum_b3@contig1	513	589847	590560	1	C	K18349	two-component system, OmpR family, response regulator VanR								Response regulator receiver domain [PF00072.26]; Transcriptional regulatory protein, C terminal [PF00486.30]		0
c_filamentum_b3_c_filamentum_b3@contig1_514	c_filamentum_b3	c_filamentum_b3@contig1	514	590535	592745	1	D										His Kinase A (phospho-acceptor) domain [PF00512.27]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.28]		0
c_filamentum_b3_c_filamentum_b3@contig1_515	c_filamentum_b3	c_filamentum_b3@contig1	515	592944	594128	1	C	K03455	monovalent cation:H+ antiporter-2, CPA2 family								Sodium/hydrogen exchanger family [PF00999.23]		0
c_filamentum_b3_c_filamentum_b3@contig1_516	c_filamentum_b3	c_filamentum_b3@contig1	516	594258	594443	1	D										Domain of unknown function (DUF1858) [PF08984.13]; Domain of Unknown function (DUF542) [PF04405.16]		0
c_filamentum_b3_c_filamentum_b3@contig1_517	c_filamentum_b3	c_filamentum_b3@contig1	517	594669	595217	1	D										Hemerythrin HHE cation binding domain [PF01814.25]		0
c_filamentum_b3_c_filamentum_b3@contig1_518	c_filamentum_b3	c_filamentum_b3@contig1	518	595330	595518	1	C	K05337	ferredoxin								4Fe-4S single cluster domain of Ferredoxin I [PF13370.8]; 4Fe-4S single cluster domain [PF13459.8]; 4Fe-4S dicluster domain [PF14697.8]; 4Fe-4S dicluster domain [PF13237.8]; 4Fe-4S binding domain [PF12797.9]; 4Fe-4S dicluster domain [PF13187.8]; 4Fe-4S dicluster domain [PF12838.9]; 4Fe-4S binding domain [PF00037.29]; 4Fe-4S binding domain [PF12837.9]		0
c_filamentum_b3_c_filamentum_b3@contig1_519	c_filamentum_b3	c_filamentum_b3@contig1	519	595696	596310	1	D										Protein of unknown function, DUF488 [PF04343.15]		0
c_filamentum_b3_c_filamentum_b3@contig1_520	c_filamentum_b3	c_filamentum_b3@contig1	520	596394	598067	1	C	K05601	hydroxylamine reductase [EC:1.7.99.1]								Prismane/CO dehydrogenase family [PF03063.22]		0
c_filamentum_b3_c_filamentum_b3@contig1_521	c_filamentum_b3	c_filamentum_b3@contig1	521	598132	598455	1	D										Cupin domain [PF07883.13]		0
c_filamentum_b3_c_filamentum_b3@contig1_522	c_filamentum_b3	c_filamentum_b3@contig1	522	598562	598705	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_523	c_filamentum_b3	c_filamentum_b3@contig1	523	598723	598863	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_524	c_filamentum_b3	c_filamentum_b3@contig1	524	599028	599666	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_525	c_filamentum_b3	c_filamentum_b3@contig1	525	599713	599898	1	D										Domain of unknown function (DUF1858) [PF08984.13]; Domain of Unknown function (DUF542) [PF04405.16]		0
c_filamentum_b3_c_filamentum_b3@contig1_526	c_filamentum_b3	c_filamentum_b3@contig1	526	600091	601452	-1	C	K18908	multidrug efflux pump								MatE [PF01554.20]		0
c_filamentum_b3_c_filamentum_b3@contig1_527	c_filamentum_b3	c_filamentum_b3@contig1	527	601477	601908	-1	D										MarR family [PF01047.24]; Winged helix DNA-binding domain [PF13463.8]; MarR family [PF12802.9]		0
c_filamentum_b3_c_filamentum_b3@contig1_528	c_filamentum_b3	c_filamentum_b3@contig1	528	602074	602163	1	E												0
c_filamentum_b3_c_filamentum_b3@contig1_529	c_filamentum_b3	c_filamentum_b3@contig1	529	602164	602916	1	D										DeoR C terminal sensor domain [PF00455.24]; DeoR-like helix-turn-helix domain [PF08220.14]		0
c_filamentum_b3_c_filamentum_b3@contig1_530	c_filamentum_b3	c_filamentum_b3@contig1	530	602916	603821	1	D										pfkB family carbohydrate kinase [PF00294.26]; Phosphomethylpyrimidine kinase [PF08543.14]		0
c_filamentum_b3_c_filamentum_b3@contig1_531	c_filamentum_b3	c_filamentum_b3@contig1	531	603842	605773	1	C	K02770	fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]								Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2 [PF00359.24]; Phosphotransferase system, EIIC [PF02378.20]; PTS system, Lactose/Cellobiose specific IIB subunit [PF02302.19]		0
c_filamentum_b3_c_filamentum_b3@contig1_532	c_filamentum_b3	c_filamentum_b3@contig1	532	605916	607085	1	C	K03313	Na+:H+ antiporter, NhaA family								Na+/H+ antiporter 1 [PF06965.14]		0
c_filamentum_b3_c_filamentum_b3@contig1_533	c_filamentum_b3	c_filamentum_b3@contig1	533	607658	608527	1	C	K08978	bacterial/archaeal transporter family protein										0
