	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	kegg_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_hits	heme_regulatory_motif_count
c_saudiense_c_saudiense@contig1_854	c_saudiense	c_saudiense@contig1	854	963799	965235	1	C	K02810	sucrose PTS system EIIBCA or EIIBC component [EC:2.7.1.211]								Phosphotransferase system, EIIC [PF02378.20]; phosphotransferase system, EIIB [PF00367.22]		0
c_saudiense_c_saudiense@contig1_855	c_saudiense	c_saudiense@contig1	855	966727	969897	1	D										Domain of unknown function (DUF3427) [PF11907.10]; Type III restriction enzyme, res subunit [PF04851.17]; Helicase conserved C-terminal domain [PF00271.33]; PLD-like domain [PF13091.8]; NgoFVII restriction endonuclease [PF09565.12]; SNF2-related domain [PF00176.25]		0
c_saudiense_c_saudiense@contig1_856	c_saudiense	c_saudiense@contig1	856	969909	970313	1	C	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]								NUDIX domain [PF00293.30]; NUDIX domain [PF14815.8]		0
c_saudiense_c_saudiense@contig1_857	c_saudiense	c_saudiense@contig1	857	970392	970766	1	D										Protein of unknown function (DUF2809) [PF10990.10]		0
c_saudiense_c_saudiense@contig1_858	c_saudiense	c_saudiense@contig1	858	970787	971236	1	C	K07095	uncharacterized protein								Calcineurin-like phosphoesterase superfamily domain [PF12850.9]		0
c_saudiense_c_saudiense@contig1_859	c_saudiense	c_saudiense@contig1	859	971611	972087	1	D										Manganese containing catalase [PF05067.14]		0
c_saudiense_c_saudiense@contig1_860	c_saudiense	c_saudiense@contig1	860	972170	972871	1	E												0
c_saudiense_c_saudiense@contig1_861	c_saudiense	c_saudiense@contig1	861	973111	974172	1	C	K24180	malate permease and related proteins								Membrane transport protein [PF03547.20]		0
c_saudiense_c_saudiense@contig1_862	c_saudiense	c_saudiense@contig1	862	974287	975285	1	C	K03778	D-lactate dehydrogenase [EC:1.1.1.28]								D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain [PF02826.21]; D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain [PF00389.32]; S-adenosyl-L-homocysteine hydrolase, NAD binding domain [PF00670.23]; Alanine dehydrogenase/PNT, C-terminal domain [PF01262.23]		0
c_saudiense_c_saudiense@contig1_863	c_saudiense	c_saudiense@contig1	863	975386	976936	1	D										Single cache domain 3 [PF17203.6]; GHKL domain [PF14501.8]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.28]; Sensor_kinase_SpoOB-type, alpha-helical domain [PF14689.8]		0
c_saudiense_c_saudiense@contig1_864	c_saudiense	c_saudiense@contig1	864	976939	977610	1	D										Response regulator receiver domain [PF00072.26]		0
c_saudiense_c_saudiense@contig1_865	c_saudiense	c_saudiense@contig1	865	977679	977852	1	E												0
c_saudiense_c_saudiense@contig1_866	c_saudiense	c_saudiense@contig1	866	978084	980171	1	D										Diguanylate cyclase, GGDEF domain [PF00990.23]; Cation efflux system protein CusB domain 1 [PF00529.22]; GAF domain [PF01590.28]; GAF domain [PF13492.8]; GAF domain [PF13185.8]		0
c_saudiense_c_saudiense@contig1_867	c_saudiense	c_saudiense@contig1	867	980333	981160	1	D			MER1001730	S09X	MER1001730 - family S9 unassigned peptidases (Roseburia sp. CAG:45) [S09.UPW]#S09X#{peptidase unit: 9-258}~source R6NKN1~	False	0.566	255.0	1.214e-74	alpha/beta hydrolase fold [PF07859.15]; Prolyl oligopeptidase family [PF00326.23]; Steryl acetyl hydrolase [PF10340.11]; Dienelactone hydrolase family [PF01738.20]		0
c_saudiense_c_saudiense@contig1_868	c_saudiense	c_saudiense@contig1	868	981227	982741	-1	C	K01119	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]								5'-nucleotidase, C-terminal domain [PF02872.20]; Bacterial capsule synthesis protein PGA_cap [PF09587.12]; Calcineurin-like phosphoesterase [PF00149.30]		0
c_saudiense_c_saudiense@contig1_869	c_saudiense	c_saudiense@contig1	869	982918	983223	1	C	K03671	thioredoxin 1								Thioredoxin [PF00085.22]; Thioredoxin-like [PF13905.8]; Redoxin [PF08534.12]; Thioredoxin-like [PF13899.8]; AhpC/TSA family [PF00578.23]; Phosducin [PF02114.18]		0
c_saudiense_c_saudiense@contig1_870	c_saudiense	c_saudiense@contig1	870	983301	983708	1	E												0
c_saudiense_c_saudiense@contig1_871	c_saudiense	c_saudiense@contig1	871	983757	983990	-1	E												0
c_saudiense_c_saudiense@contig1_872	c_saudiense	c_saudiense@contig1	872	984285	984536	-1	E												0
c_saudiense_c_saudiense@contig1_873	c_saudiense	c_saudiense@contig1	873	984706	985374	1	C	K18344	two-component system, OmpR family, response regulator VanR								Response regulator receiver domain [PF00072.26]; Transcriptional regulatory protein, C terminal [PF00486.30]		0
c_saudiense_c_saudiense@contig1_874	c_saudiense	c_saudiense@contig1	874	985358	986884	1	C	K18345	two-component system, OmpR family, sensor histidine kinase VanS [EC:2.7.13.3]								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.28]; His Kinase A (phospho-acceptor) domain [PF00512.27]; HAMP domain [PF00672.27]		0
c_saudiense_c_saudiense@contig1_875	c_saudiense	c_saudiense@contig1	875	986981	988126	-1	D										DEAD/DEAH box helicase [PF00270.31]; Helicase conserved C-terminal domain [PF00271.33]; Type III restriction enzyme, res subunit [PF04851.17]; ERCC3/RAD25/XPB C-terminal helicase [PF16203.7]		0
c_saudiense_c_saudiense@contig1_876	c_saudiense	c_saudiense@contig1	876	988488	990635	1	C	K01421	putative membrane protein								ABC-2 family transporter protein [PF12698.9]; Protein of unknown function (DUF3533) [PF12051.10]		0
c_saudiense_c_saudiense@contig1_877	c_saudiense	c_saudiense@contig1	877	990805	991896	1	C	K11941	glucans biosynthesis protein C [EC:2.1.-.-]								Acyltransferase family [PF01757.24]		0
c_saudiense_c_saudiense@contig1_878	c_saudiense	c_saudiense@contig1	878	992088	992987	1	C	K03698	3'-5' exoribonuclease [EC:3.1.-.-]								HD domain [PF01966.24]		0
c_saudiense_c_saudiense@contig1_879	c_saudiense	c_saudiense@contig1	879	993024	993200	1	E												0
c_saudiense_c_saudiense@contig1_880	c_saudiense	c_saudiense@contig1	880	993320	993571	1	E												0
c_saudiense_c_saudiense@contig1_881	c_saudiense	c_saudiense@contig1	881	994327	995679	1	C	K06871	uncharacterized protein								Radical SAM superfamily [PF04055.23]; 4Fe-4S single cluster domain [PF13353.8]; 4Fe-4S single cluster domain [PF13394.8]; Iron-sulfur cluster-binding domain [PF13186.8]		0
c_saudiense_c_saudiense@contig1_882	c_saudiense	c_saudiense@contig1	882	995822	997033	1	D			MER0922339	M16B	MER0922339 - subfamily M16B unassigned peptidases (Clostridium baratii) [M16.UPB]#M16B#{peptidase unit: 6-340}~source A0A0F3FN35~	True	0.603	393.0	4.356e-120	Insulinase (Peptidase family M16) [PF00675.22]; Peptidase M16 inactive domain [PF05193.23]		0
c_saudiense_c_saudiense@contig1_883	c_saudiense	c_saudiense@contig1	883	997046	998452	1	C	K01585	arginine decarboxylase [EC:4.1.1.19]								Orn/Lys/Arg decarboxylase, major domain [PF01276.22]; Orn/Lys/Arg decarboxylase, C-terminal domain [PF03711.17]; Aminotransferase class-V [PF00266.21]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.19]		0
c_saudiense_c_saudiense@contig1_884	c_saudiense	c_saudiense@contig1	884	998537	998659	1	E												0
c_saudiense_c_saudiense@contig1_885	c_saudiense	c_saudiense@contig1	885	998834	1001287	1	C	K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	MER0478025	M23B	MER0478025 - subfamily M23B unassigned peptidases (Bacillus thuringiensis) [M23.UPB]#M23B#{peptidase unit: 133-381}~source YP_005564444~	False	0.398	83.0	1.46e-14	N-acetylmuramoyl-L-alanine amidase [PF01520.20]; Bacterial SH3 domain [PF08239.13]; Bacterial SH3 domain [PF06347.15]		0
c_saudiense_c_saudiense@contig1_886	c_saudiense	c_saudiense@contig1	886	1001451	1002272	1	C	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]								haloacid dehalogenase-like hydrolase [PF08282.14]; Sucrose-6F-phosphate phosphohydrolase [PF05116.15]		0
c_saudiense_c_saudiense@contig1_887	c_saudiense	c_saudiense@contig1	887	1002672	1004201	1	C	K03308	neurotransmitter:Na+ symporter, NSS family								Sodium:neurotransmitter symporter family [PF00209.20]		0
c_saudiense_c_saudiense@contig1_888	c_saudiense	c_saudiense@contig1	888	1004204	1004302	1	E												0
c_saudiense_c_saudiense@contig1_889	c_saudiense	c_saudiense@contig1	889	1004626	1006467	1	C	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	MER0095530	C44	MER0095530 - family C44 unassigned peptidases (Clostridium botulinum) [C44.UPW]#C44#{peptidase unit: 2-255}~source ACD52161~	True	0.726	374.0	3.178e-110	Asparagine synthase [PF00733.23]; Glutamine amidotransferase domain [PF13537.8]; Glutamine amidotransferase domain [PF13522.8]		0
c_saudiense_c_saudiense@contig1_890	c_saudiense	c_saudiense@contig1	890	1006887	1007957	1	C	K07335	basic membrane protein A and related proteins								ABC transporter substrate-binding protein PnrA-like [PF02608.16]		0
c_saudiense_c_saudiense@contig1_891	c_saudiense	c_saudiense@contig1	891	1008424	1009497	1	C	K07335	basic membrane protein A and related proteins								ABC transporter substrate-binding protein PnrA-like [PF02608.16]		0
c_saudiense_c_saudiense@contig1_892	c_saudiense	c_saudiense@contig1	892	1009955	1011037	1	C	K07335	basic membrane protein A and related proteins								ABC transporter substrate-binding protein PnrA-like [PF02608.16]		0
c_saudiense_c_saudiense@contig1_893	c_saudiense	c_saudiense@contig1	893	1011503	1013023	1	C	K23537	general nucleoside transport system ATP-binding protein								ABC transporter [PF00005.29]		0
c_saudiense_c_saudiense@contig1_894	c_saudiense	c_saudiense@contig1	894	1013023	1014102	1	C	K23535	general nucleoside transport system permease protein								Branched-chain amino acid transport system / permease component [PF02653.18]		0
c_saudiense_c_saudiense@contig1_895	c_saudiense	c_saudiense@contig1	895	1014102	1015049	1	C	K23536	general nucleoside transport system permease protein								Branched-chain amino acid transport system / permease component [PF02653.18]		0
c_saudiense_c_saudiense@contig1_896	c_saudiense	c_saudiense@contig1	896	1015360	1016661	1	C	K00003	homoserine dehydrogenase [EC:1.1.1.3]								Homoserine dehydrogenase [PF00742.21]; Homoserine dehydrogenase, NAD binding domain [PF03447.18]		0
c_saudiense_c_saudiense@contig1_897	c_saudiense	c_saudiense@contig1	897	1016746	1017246	-1	C	K03594	bacterioferritin [EC:1.16.3.1]								Rubrerythrin [PF02915.19]		0
c_saudiense_c_saudiense@contig1_898	c_saudiense	c_saudiense@contig1	898	1017455	1018063	-1	E												0
c_saudiense_c_saudiense@contig1_899	c_saudiense	c_saudiense@contig1	899	1018306	1018722	1	D										Protein of unknown function (DUF3785) [PF12653.9]		0
c_saudiense_c_saudiense@contig1_900	c_saudiense	c_saudiense@contig1	900	1018915	1019046	1	E												0
c_saudiense_c_saudiense@contig1_901	c_saudiense	c_saudiense@contig1	901	1019152	1019820	1	C	K03768	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]								Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD [PF00160.23]		0
c_saudiense_c_saudiense@contig1_902	c_saudiense	c_saudiense@contig1	902	1019912	1020349	-1	C	K07497	putative transposase								Integrase core domain [PF13683.8]; Integrase core domain [PF13333.8]; Integrase core domain [PF00665.28]		0
c_saudiense_c_saudiense@contig1_903	c_saudiense	c_saudiense@contig1	903	1020584	1021822	-1	C	K07493	putative transposase								Transposase, Mutator family [PF00872.20]		0
c_saudiense_c_saudiense@contig1_904	c_saudiense	c_saudiense@contig1	904	1021934	1022530	-1	C	K07497	putative transposase								Integrase core domain [PF13683.8]; Integrase core domain [PF00665.28]; Integrase core domain [PF13333.8]		0
c_saudiense_c_saudiense@contig1_905	c_saudiense	c_saudiense@contig1	905	1022482	1022754	-1	C	K07497	putative transposase								HTH-like domain [PF13276.8]		0
c_saudiense_c_saudiense@contig1_906	c_saudiense	c_saudiense@contig1	906	1022808	1023080	-1	C	K07483	transposase								Transposase [PF01527.22]; CENP-B N-terminal DNA-binding domain [PF04218.15]		0
c_saudiense_c_saudiense@contig1_907	c_saudiense	c_saudiense@contig1	907	1023172	1023555	1	E												0
c_saudiense_c_saudiense@contig1_908	c_saudiense	c_saudiense@contig1	908	1023955	1024335	1	E												0
c_saudiense_c_saudiense@contig1_909	c_saudiense	c_saudiense@contig1	909	1024530	1025213	1	D										Response regulator receiver domain [PF00072.26]; Transcriptional regulatory protein, C terminal [PF00486.30]		0
c_saudiense_c_saudiense@contig1_910	c_saudiense	c_saudiense@contig1	910	1025206	1026351	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.28]; His Kinase A (phospho-acceptor) domain [PF00512.27]		0
c_saudiense_c_saudiense@contig1_911	c_saudiense	c_saudiense@contig1	911	1026935	1027900	-1	C	K07482	transposase, IS30 family								Helix-turn-helix domain [PF13936.8]		0
c_saudiense_c_saudiense@contig1_912	c_saudiense	c_saudiense@contig1	912	1028065	1028577	-1	D			MER0738786	C82A	MER0738786 - subfamily C82A non-peptidase homologues (Clostridium sp. CAG:221) [C82.UNA]#C82A#{peptidase unit: 72-166}~source R6FMN6~	False	0.834	166.0	8.279e-46	L,D-transpeptidase catalytic domain [PF03734.16]		0
c_saudiense_c_saudiense@contig1_913	c_saudiense	c_saudiense@contig1	913	1028784	1029065	1	D										ATP cone domain [PF03477.18]		0
c_saudiense_c_saudiense@contig1_914	c_saudiense	c_saudiense@contig1	914	1029179	1029451	1	D										ATP cone domain [PF03477.18]		0
c_saudiense_c_saudiense@contig1_915	c_saudiense	c_saudiense@contig1	915	1029539	1030342	1	C	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]								haloacid dehalogenase-like hydrolase [PF08282.14]; Sucrose-6F-phosphate phosphohydrolase [PF05116.15]		0
c_saudiense_c_saudiense@contig1_916	c_saudiense	c_saudiense@contig1	916	1030418	1030912	-1	C	K03975	membrane-associated protein								SNARE associated Golgi protein [PF09335.13]		0
c_saudiense_c_saudiense@contig1_917	c_saudiense	c_saudiense@contig1	917	1030961	1032700	-1	C	K01486	adenine deaminase [EC:3.5.4.2]	MER0001490	M38	MER0001490 - family M38 non-peptidase homologues (Clostridium beijerinckii) [M38.UNW]#M38#{peptidase unit: 20-350}~source YP_001308413~	True	0.676	447.0	1.3059999999999999e-135	Adenine deaminase C-terminal domain [PF13382.8]; Amidohydrolase family [PF01979.22]; Amidohydrolase family [PF07969.13]		0
c_saudiense_c_saudiense@contig1_918	c_saudiense	c_saudiense@contig1	918	1032964	1033878	1	C	K00651	homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]								Homoserine O-succinyltransferase [PF04204.18]; Glutamine amidotransferase class-I [PF00117.30]		0
c_saudiense_c_saudiense@contig1_919	c_saudiense	c_saudiense@contig1	919	1034341	1035555	1	C	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]								Anaerobic ribonucleoside-triphosphate reductase [PF13597.8]; ATP cone domain [PF03477.18]		0
c_saudiense_c_saudiense@contig1_920	c_saudiense	c_saudiense@contig1	920	1035678	1035869	1	E												0
c_saudiense_c_saudiense@contig1_921	c_saudiense	c_saudiense@contig1	921	1035863	1035994	1	E												0
c_saudiense_c_saudiense@contig1_922	c_saudiense	c_saudiense@contig1	922	1036115	1037074	1	C	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]								Anaerobic ribonucleoside-triphosphate reductase [PF13597.8]		0
c_saudiense_c_saudiense@contig1_923	c_saudiense	c_saudiense@contig1	923	1037134	1037631	1	C	K04068	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]								4Fe-4S single cluster domain [PF13353.8]; Radical SAM superfamily [PF04055.23]; 4Fe-4S single cluster domain [PF13394.8]		0
c_saudiense_c_saudiense@contig1_924	c_saudiense	c_saudiense@contig1	924	1037807	1038565	1	E												0
c_saudiense_c_saudiense@contig1_925	c_saudiense	c_saudiense@contig1	925	1038683	1039552	1	D										Uncharacterised 5xTM membrane BCR, YitT family COG1284 [PF02588.17]; Uncharacterized protein conserved in bacteria (DUF2179) [PF10035.11]		0
c_saudiense_c_saudiense@contig1_926	c_saudiense	c_saudiense@contig1	926	1040020	1041042	-1	C	K07498	putative transposase								DDE domain [PF13610.8]; Transposase IS66 family [PF03050.16]; InsA N-terminal domain [PF03811.15]; Integrase core domain [PF13683.8]; IS1 transposase [PF03400.15]		0
c_saudiense_c_saudiense@contig1_927	c_saudiense	c_saudiense@contig1	927	1041476	1042678	1	C	K02492	glutamyl-tRNA reductase [EC:1.2.1.70]								Glutamyl-tRNAGlu reductase, N-terminal domain [PF05201.17]; Shikimate / quinate 5-dehydrogenase [PF01488.22]; Glutamyl-tRNAGlu reductase, dimerisation domain [PF00745.22]		0
c_saudiense_c_saudiense@contig1_928	c_saudiense	c_saudiense@contig1	928	1042639	1043319	1	D										Putative NAD(P)-binding [PF13241.8]		0
c_saudiense_c_saudiense@contig1_929	c_saudiense	c_saudiense@contig1	929	1043323	1044195	1	C	K01749	hydroxymethylbilane synthase [EC:2.5.1.61]								Porphobilinogen deaminase, dipyromethane cofactor binding domain [PF01379.22]; Porphobilinogen deaminase, C-terminal domain [PF03900.17]		0
c_saudiense_c_saudiense@contig1_930	c_saudiense	c_saudiense@contig1	930	1044241	1045719	1	C	K13542	uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]								Tetrapyrrole (Corrin/Porphyrin) Methylases [PF00590.22]; Uroporphyrinogen-III synthase HemD [PF02602.17]		0
c_saudiense_c_saudiense@contig1_931	c_saudiense	c_saudiense@contig1	931	1045712	1046683	1	C	K01698	porphobilinogen synthase [EC:4.2.1.24]								Delta-aminolevulinic acid dehydratase [PF00490.23]		0
c_saudiense_c_saudiense@contig1_932	c_saudiense	c_saudiense@contig1	932	1046685	1047959	1	C	K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]								Aminotransferase class-III [PF00202.23]		0
c_saudiense_c_saudiense@contig1_933	c_saudiense	c_saudiense@contig1	933	1048108	1048890	1	C	K02190	sirohydrochlorin cobaltochelatase [EC:4.99.1.3]								Cobalt chelatase (CbiK) [PF06180.13]		0
c_saudiense_c_saudiense@contig1_934	c_saudiense	c_saudiense@contig1	934	1049182	1049967	1	C	K02598	nitrite transporter								Formate/nitrite transporter [PF01226.19]		0
c_saudiense_c_saudiense@contig1_935	c_saudiense	c_saudiense@contig1	935	1050126	1050314	1	C	K05337	ferredoxin								4Fe-4S single cluster domain of Ferredoxin I [PF13370.8]; 4Fe-4S single cluster domain [PF13459.8]; 4Fe-4S dicluster domain [PF14697.8]		0
c_saudiense_c_saudiense@contig1_936	c_saudiense	c_saudiense@contig1	936	1050364	1050537	1	D										BFD-like [2Fe-2S] binding domain [PF04324.17]; Sarcosine oxidase A3 domain [PF17806.3]		0
c_saudiense_c_saudiense@contig1_937	c_saudiense	c_saudiense@contig1	937	1050661	1051596	-1	D										Putative multidrug resistance efflux transporter [PF13536.8]		0
c_saudiense_c_saudiense@contig1_938	c_saudiense	c_saudiense@contig1	938	1051713	1052738	-1	C	K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]								Amino-transferase class IV [PF01063.21]		0
c_saudiense_c_saudiense@contig1_939	c_saudiense	c_saudiense@contig1	939	1053071	1053448	1	C	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]								Endoribonuclease L-PSP [PF01042.23]; YjgF/chorismate_mutase-like, putative endoribonuclease [PF14588.8]		0
c_saudiense_c_saudiense@contig1_940	c_saudiense	c_saudiense@contig1	940	1053637	1054689	1	C	K11069	spermidine/putrescine transport system substrate-binding protein								Bacterial extracellular solute-binding protein [PF13343.8]; Bacterial extracellular solute-binding protein [PF13416.8]; Bacterial extracellular solute-binding protein [PF01547.27]		0
c_saudiense_c_saudiense@contig1_941	c_saudiense	c_saudiense@contig1	941	1054786	1055343	1	D										Protein of unknown function (DUF3867) [PF12983.9]		0
c_saudiense_c_saudiense@contig1_942	c_saudiense	c_saudiense@contig1	942	1055587	1057143	1	D										ABC transporter [PF00005.29]; ABC transporter [PF12848.9]		0
c_saudiense_c_saudiense@contig1_943	c_saudiense	c_saudiense@contig1	943	1057264	1057554	1	D			MER0112701	S33	MER0112701 - family S33 unassigned peptidases (Clostridium botulinum) [S33.UPW]#S33#{peptidase unit: 1-270}~source ACD24751~	False	0.765	149.0	2.282e-41	TAP-like protein [PF08386.12]		0
c_saudiense_c_saudiense@contig1_944	c_saudiense	c_saudiense@contig1	944	1057582	1058202	1	C	K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]								Iron/manganese superoxide dismutases, C-terminal domain [PF02777.20]; Iron/manganese superoxide dismutases, alpha-hairpin domain [PF00081.24]		0
c_saudiense_c_saudiense@contig1_945	c_saudiense	c_saudiense@contig1	945	1058365	1058859	-1	C	K21908	membrane protein HdeD								Short repeat of unknown function (DUF308) [PF03729.15]		0
c_saudiense_c_saudiense@contig1_946	c_saudiense	c_saudiense@contig1	946	1059116	1059757	1	D										Probable zinc-ribbon domain [PF13451.8]		0
c_saudiense_c_saudiense@contig1_947	c_saudiense	c_saudiense@contig1	947	1060044	1060907	1	C	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]								Nucleotidyl transferase [PF00483.25]; MobA-like NTP transferase domain [PF12804.9]		0
c_saudiense_c_saudiense@contig1_948	c_saudiense	c_saudiense@contig1	948	1061087	1061923	1	D										Glycosyl transferase family 11 [PF01531.18]	GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-) [GT11]	0
c_saudiense_c_saudiense@contig1_949	c_saudiense	c_saudiense@contig1	949	1062014	1063894	-1	D										Glycosyl transferases group 1 [PF00534.22]; Glycosyl transferase family 2 [PF00535.28]; Glycosyltransferase like family 2 [PF13641.8]; Glycosyl transferases group 1 [PF13692.8]	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342) [GT4]; GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-) [GT2_Glycos_transf_2]	0
c_saudiense_c_saudiense@contig1_950	c_saudiense	c_saudiense@contig1	950	1064117	1065073	1	D										Glycosyl transferases group 1 [PF00534.22]; Glycosyl transferases group 1 [PF13692.8]		0
c_saudiense_c_saudiense@contig1_951	c_saudiense	c_saudiense@contig1	951	1065273	1066490	-1	C	K20444	O-antigen biosynthesis protein [EC:2.4.1.-]								Glycosyltransferase like family 2 [PF13641.8]; Glycosyl transferase family 2 [PF00535.28]; Glycosyltransferase like family 2 [PF10111.11]; Glycosyltransferase like family [PF13712.8]	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-) [GT2_Glycos_transf_2]	0
c_saudiense_c_saudiense@contig1_952	c_saudiense	c_saudiense@contig1	952	1066600	1067880	1	D										Aromatic acid exporter family member 1 [PF06081.13]; haloacid dehalogenase-like hydrolase [PF08282.14]; Fusaric acid resistance protein-like [PF13515.8]		0
c_saudiense_c_saudiense@contig1_953	c_saudiense	c_saudiense@contig1	953	1067956	1068387	-1	E												0
c_saudiense_c_saudiense@contig1_954	c_saudiense	c_saudiense@contig1	954	1068517	1069743	-1	D										Soluble NSF attachment protein, SNAP [PF14938.8]		0
c_saudiense_c_saudiense@contig1_955	c_saudiense	c_saudiense@contig1	955	1070338	1071657	1	E												0
c_saudiense_c_saudiense@contig1_956	c_saudiense	c_saudiense@contig1	956	1071866	1072327	1	E												0
